label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0,0,0.20078740157480315,-0.051181102,0.3661417322834646,-0.181102362,0.484251968503937,-0.307086614,0.594488188976378,-0.381889764,0.2637795275590551,-0.460629921,0.3425196850393701,-0.657480315,0.3937007874015748,-0.783464567,0.42913385826771655,-0.901574803,0.14960629921259844,-0.5,0.1968503937007874,-0.724409449,0.23228346456692914,-0.874015748,0.2559055118110236,-1,0.03543307086614173,-0.488188976,0.031496062992125984,-0.704724409,0.03543307086614173,-0.850393701,0.03937007874015748,-0.976377953,-0.07480315,-0.429133858,-0.145669291,-0.578740157,-0.18503937,-0.68503937,-0.220472441,-0.787401575
0,0,0,0.20634920634920634,-0.043650794,0.376984126984127,-0.162698413,0.5079365079365079,-0.273809524,0.6150793650793651,-0.353174603,0.26587301587301587,-0.452380952,0.3531746031746032,-0.654761905,0.4087301587301587,-0.781746032,0.44841269841269843,-0.900793651,0.15079365079365079,-0.492063492,0.20634920634920634,-0.722222222,0.24206349206349206,-0.873015873,0.2698412698412698,-1,0.03571428571428571,-0.484126984,0.031746031746031744,-0.706349206,0.03571428571428571,-0.853174603,0.047619047619047616,-0.98015873,-0.079365079,-0.428571429,-0.142857143,-0.583333333,-0.182539683,-0.69047619,-0.21031746,-0.793650794
0,0,0,0.20238095238095238,-0.043650794,0.373015873015873,-0.162698413,0.5,-0.277777778,0.6071428571428571,-0.353174603,0.2619047619047619,-0.452380952,0.34523809523809523,-0.654761905,0.4007936507936508,-0.781746032,0.44047619047619047,-0.900793651,0.14682539682539683,-0.492063492,0.1984126984126984,-0.722222222,0.23412698412698413,-0.873015873,0.25793650793650796,-1,0.031746031746031744,-0.484126984,0.027777777777777776,-0.702380952,0.031746031746031744,-0.849206349,0.03968253968253968,-0.98015873,-0.083333333,-0.428571429,-0.146825397,-0.579365079,-0.186507937,-0.686507937,-0.214285714,-0.78968254
0,0,0,0.20717131474103587,-0.039840637,0.38247011952191234,-0.15936255,0.5099601593625498,-0.274900398,0.6175298804780877,-0.35059761,0.26693227091633465,-0.450199203,0.350597609561753,-0.653386454,0.4063745019920319,-0.780876494,0.44621513944223107,-0.900398406,0.15139442231075698,-0.490039841,0.20717131474103587,-0.721115538,0.24302788844621515,-0.87250996,0.26693227091633465,-1,0.035856573705179286,-0.482071713,0.03187250996015936,-0.701195219,0.0398406374501992,-0.852589641,0.05179282868525897,-0.980079681,-0.079681275,-0.426294821,-0.143426295,-0.581673307,-0.183266932,-0.689243028,-0.211155378,-0.792828685
0,0,0,0.20634920634920634,-0.03968254,0.38095238095238093,-0.162698413,0.5079365079365079,-0.281746032,0.6150793650793651,-0.353174603,0.26587301587301587,-0.452380952,0.3531746031746032,-0.654761905,0.4087301587301587,-0.781746032,0.44841269841269843,-0.896825397,0.15079365079365079,-0.492063492,0.20238095238095238,-0.722222222,0.24206349206349206,-0.873015873,0.26587301587301587,-1,0.03571428571428571,-0.484126984,0.03571428571428571,-0.702380952,0.03968253968253968,-0.853174603,0.051587301587301584,-0.98015873,-0.079365079,-0.428571429,-0.142857143,-0.583333333,-0.178571429,-0.69047619,-0.21031746,-0.793650794
0,0,0,0.20634920634920634,-0.047619048,0.376984126984127,-0.162698413,0.503968253968254,-0.273809524,0.6111111111111112,-0.345238095,0.26587301587301587,-0.448412698,0.3531746031746032,-0.650793651,0.4087301587301587,-0.777777778,0.44841269841269843,-0.896825397,0.15079365079365079,-0.492063492,0.20634920634920634,-0.722222222,0.24206349206349206,-0.873015873,0.2698412698412698,-1,0.03571428571428571,-0.484126984,0.03571428571428571,-0.702380952,0.03968253968253968,-0.853174603,0.051587301587301584,-0.98015873,-0.079365079,-0.432539683,-0.142857143,-0.587301587,-0.178571429,-0.694444444,-0.206349206,-0.793650794
0,0,0,0.208,-0.044,0.384,-0.156,0.516,-0.264,0.62,-0.336,0.272,-0.444,0.36,-0.648,0.416,-0.772,0.46,-0.888,0.156,-0.488,0.212,-0.716,0.252,-0.872,0.28,-1,0.04,-0.48,0.04,-0.704,0.048,-0.852,0.06,-0.976,-0.076,-0.428,-0.14,-0.584,-0.176,-0.692,-0.204,-0.796
0,0,0,0.212,-0.04,0.388,-0.152,0.524,-0.26,0.632,-0.332,0.284,-0.44,0.376,-0.644,0.432,-0.772,0.476,-0.892,0.164,-0.484,0.228,-0.716,0.264,-0.872,0.292,-1,0.048,-0.48,0.056,-0.7,0.064,-0.852,0.08,-0.98,-0.068,-0.432,-0.128,-0.588,-0.16,-0.7,-0.188,-0.804
0,0,0,0.20883534136546184,-0.040160643,0.3895582329317269,-0.148594378,0.5261044176706827,-0.257028112,0.6345381526104418,-0.333333333,0.28112449799196787,-0.441767068,0.37349397590361444,-0.646586345,0.43373493975903615,-0.775100402,0.4779116465863454,-0.891566265,0.1606425702811245,-0.485943775,0.2248995983935743,-0.718875502,0.26506024096385544,-0.871485944,0.2971887550200803,-1,0.04417670682730924,-0.485943775,0.05220883534136546,-0.706827309,0.0642570281124498,-0.859437751,0.08032128514056225,-0.983935743,-0.072289157,-0.437751004,-0.128514056,-0.59437751,-0.164658635,-0.702811245,-0.18875502,-0.807228916
0,0,0,0.208,-0.036,0.388,-0.148,0.524,-0.252,0.636,-0.328,0.28,-0.44,0.376,-0.64,0.436,-0.772,0.48,-0.888,0.164,-0.484,0.228,-0.716,0.268,-0.872,0.296,-1,0.048,-0.48,0.056,-0.704,0.072,-0.856,0.084,-0.984,-0.072,-0.436,-0.124,-0.596,-0.152,-0.704,-0.176,-0.808
